x,y
9.096217648118365,78311.16075376906
14.63742852792877,103897.66452580038
12.255807845048892,97836.26101498942
7.215159565261776,80550.25638039208
6.905628481800848,68555.82096300404
12.427998563781696,108021.44227127748
6.534503146992076,55778.019993403366
12.36358975087938,101586.97979346897
11.451010221943388,103966.61856971399
9.295277042669005,76826.00913958836
8.468973231933111,73657.03907056301
11.113597006756525,96439.33831133218
4.216462813834886,43282.85644906694
8.921098376530828,73119.73495559084
13.297857480472254,109692.03809750013
15.475708628391287,128125.74670244001
9.841139250204465,87499.26503386087
17.993324605441195,136438.82955291693
16.618186481990804,140414.06203467966
7.747371846901506,75920.22641561585
14.646132898016042,122765.94046351132
18.449573878018516,138676.79599882654
8.770589197138083,90840.21480164424
11.885587359013979,99453.36502726434
13.743326366692584,118663.17132395657
13.811555694993979,125247.5295164469
18.67718792593699,144470.99004201812
11.971043372619906,98454.64930640208
9.144493115996232,92321.39192409522
16.943750933415004,133162.3593104773
6.873776022441227,61723.07434352357
8.186791465743326,77095.35501896987
6.2389242040061745,59042.6814976109
12.155536632766825,109559.00643186338
10.630834241964022,77206.62874325055
12.506456060405954,109743.445453018
11.184641527862816,103902.5313667464
8.915309097076621,82585.66146856232
10.80270888965674,81088.97054957389
5.3919276545046415,62200.35300958066
14.960119026744842,111971.7464706897
12.246748966488838,101515.04517920497
3.511360121915861,47090.602302878644
19.88031119978973,141613.364808277
11.323079595686742,99370.06087199831
9.736495812144195,72953.14343772247
15.689326041508762,131312.342576141
7.045341496864253,68957.25418310829
17.902844389413087,135509.14233685384
12.29004918154869,90658.8626033354
6.824709341271599,75147.5907428762
4.69845289458047,46071.12989863454
12.518400231367634,91128.91843552786
14.323032646183362,105126.42548023106
15.312403742106223,118217.97451790088
12.254346943534234,102729.79197701736
12.191781465418218,90792.28592931473
3.4283683235471956,31126.144090274327
16.680745313898836,131792.5015872238
9.811035999642215,87540.5448821319
6.976080477174914,68478.34529660281
11.841646387049428,94708.41722992489
15.573579365351312,117182.66601349793
2.3728951627024535,36048.82831918417
0.0,20000.0
4.5560122662271265,52790.64656392472
10.470418323011014,80294.55925298709
11.229859990802733,82720.34224853973
15.656790167202377,118540.87080567073
18.33208398721409,144911.51213920594
20.0,150000.0
7.509520017173413,73881.4892685301
10.863138492630137,81199.99099032703
16.783260815459336,123939.57314323283
7.798586018908591,74226.99120490931
3.8268313006531725,43047.41708325058
11.122184723064658,100812.29148621166
14.527322677248012,108995.71007760259
16.75909665152855,118842.34793498274
10.820209076474693,97468.27208886137
14.172121526804096,114754.41658701247
13.517460958999285,107396.93022062398
9.959609668328921,85405.03533063084
6.146861865972477,62846.45214218625
10.159240219376406,91710.86790453362
9.333636037915202,74737.37663910842
8.981039843389247,81016.26833261101
13.610840959812355,112452.52450198188
11.091878766131751,101930.11389179899
8.473754558547473,84709.84734623983
5.466447629263818,62164.059694770396
9.705053066036553,88875.11018095558
7.9567463965561265,68266.46136864278
11.235672214214329,92525.8326783252
10.777051803439988,86080.90676148361
5.755395055111132,60661.28647135558
9.082996941583417,90385.87561420035
12.065147756890262,97977.26250181402
3.8944297380636184,57982.95420135958
5.691189524288403,56337.82217383789
10.0,120000.0
11.0,124000.0
10.5,120042.0
9.8,135800.0
11.7,148000.0
14.26804096,114954.41707
12.8999285,117396.93
9.959609668328921,114954.03533063084
10.159240219376406,121710.86790453362
13.610840959812355,142452.598188
11.091878766131751,131930.4179899
